domain,original_url,redirected_url
rumble.com,https://rumble.com/vtcsd0-rand-paul-goes-off-on-fda-discontinuing-monoclonal-antibodies.html,https://rumble.com/vtcsd0-rand-paul-goes-off-on-fda-discontinuing-monoclonal-antibodies.html
stevekirsch.substack.com,https://stevekirsch.substack.com/p/intracranial-infection-cases-up-60,https://stevekirsch.substack.com/p/intracranial-infection-cases-up-60
technofog.substack.com,https://technofog.substack.com/p/its-official-durham-is-investigating,https://technofog.substack.com/p/its-official-durham-is-investigating
publicinterestlegal.org,https://publicinterestlegal.org/press/report-tens-of-thousands-of-deceased-and-duplicative-voter-registrations-found-after-2020-election-in-north-carolina/,https://publicinterestlegal.org/press/report-tens-of-thousands-of-deceased-and-duplicative-voter-registrations-found-after-2020-election-in-north-carolina/
rumble.com,https://rumble.com/vxyco3-this-is-big-brnovich-might-actually-criminally-prosecute-sos-katie-hobbs.html,https://rumble.com/vxyco3-this-is-big-brnovich-might-actually-criminally-prosecute-sos-katie-hobbs.html
www.therenewal2022.org,https://www.therenewal2022.org/live,https://www.therenewal2022.org/live
telegra.ph,https://telegra.ph/file/644aa032ea07390098704.jpg,https://telegra.ph/file/644aa032ea07390098704.jpg
t.me,https://t.me/ThePrisonersRecord/2210,https://t.me/ThePrisonersRecord/2210
gettr.com,https://gettr.com/post/psp7vdefd1,https://gettr.com/post/psp7vdefd1
rumble.com,https://rumble.com/vtckss-speech-delays-have-increased-364-in-children-since-the-pandemic-began.html,https://rumble.com/vtckss-speech-delays-have-increased-364-in-children-since-the-pandemic-began.html
tinyurl.com,http://tinyurl.com/4zya7ceb,https://beckernews.com/new-the-lancet-publishes-highly-acclaimed-medical-profs-warning-that-natural-immunity-has-made-vaccine-mandates-irrelevant-44156/
gettr.com,https://gettr.com/user/plandemicseries,https://gettr.com/user/plandemicseries
alexberenson.substack.com,https://alexberenson.substack.com/p/european-drug-regulators-abruptly/comments,https://alexberenson.substack.com/p/european-drug-regulators-abruptly/comments
rumble.com,https://rumble.com/vlo53d-political-prisoner-the-couy-griffin-story.html,https://rumble.com/vlo53d-political-prisoner-the-couy-griffin-story.html
youtu.be,https://youtu.be/E7tF4jVB7Ms,https://www.youtube.com/watch?v=E7tF4jVB7Ms&feature=youtu.be
www.americaoutloud.com,https://www.americaoutloud.com/covid-19-vaccine-induce-disease-emerges-as-leading-public-health-threat/,https://www.americaoutloud.com/covid-19-vaccine-induce-disease-emerges-as-leading-public-health-threat/
kanekoa.substack.com,https://kanekoa.substack.com/p/wisconsins-voting-machines-were-connected?s=w,https://kanekoa.substack.com/p/wisconsins-voting-machines-were-connected?s=w
nypost.com,https://nypost.com/2022/04/06/heres-a-dozen-times-joe-biden-played-a-role-in-hunters-deals/,https://nypost.com/2022/04/06/heres-a-dozen-times-joe-biden-played-a-role-in-hunters-deals/
rumble.com,https://rumble.com/vv50uq-update-from-defendingtherepublic.org.html,https://rumble.com/vv50uq-update-from-defendingtherepublic.org.html
m.theepochtimes.com,https://m.theepochtimes.com/mkt_breakingnews/regulator-investigating-moderna-vaccine-over-rare-but-serious-blood-condition_4099180.html?utm_source=News&utm_medium=email&utm_campaign=breaking-2021-11-11-3&mktids=22010636cd8815059155ab47be17e181&est=8Aaj786NwSrWZhwqlPsbp5GvMlh3aYbA4wqQkFlwKdXI0y8h%2BN2JpYJu8YFStdkX8hqI7Z8%3D,https://www.theepochtimes.com/mkt_breakingnews/regulator-investigating-moderna-vaccine-over-rare-but-serious-blood-condition_4099180.html?utm_source=News&utm_medium=email&utm_campaign=breaking-2021-11-11-3&mktids=22010636cd8815059155ab47be17e181&est=8Aaj786NwSrWZhwqlPsbp5GvMlh3aYbA4wqQkFlwKdXI0y8h%2BN2JpYJu8YFStdkX8hqI7Z8%3D
tinyurl.com,http://tinyurl.com/yfvnhp6y,https://beckernews.com/cnn-confirms-trump-phone-call-gap-of-missing-7-hours-on-jan-6-turns-out-to-be-a-hoax-44628/
rumble.com,https://rumble.com/vqge94-gop-report-on-unusually-cruel-treatment-of-jan.-6-protesters-in-d.c.-jail.html,https://rumble.com/vqge94-gop-report-on-unusually-cruel-treatment-of-jan.-6-protesters-in-d.c.-jail.html
rumble.com,https://rumble.com/vqpwng-dr.-malone-before-you-inject-your-child.html,https://rumble.com/vqpwng-dr.-malone-before-you-inject-your-child.html
youtu.be,https://youtu.be/9vUUHFCTRjw,https://www.youtube.com/watch?v=9vUUHFCTRjw&feature=youtu.be
independentside.com,https://independentside.com/india-no-covid-19-cases-in-24-hours-after-implementing-ivermectin-protocol/,https://independentside.com/india-no-covid-19-cases-in-24-hours-after-implementing-ivermectin-protocol/
rumble.com,https://rumble.com/vp54vy-laundry-5th-circuit-freeze-on-biden-vaccine-mandate-is-national-freeze.html,https://rumble.com/vp54vy-laundry-5th-circuit-freeze-on-biden-vaccine-mandate-is-national-freeze.html
m.theepochtimes.com,https://m.theepochtimes.com/mkt_breakingnews/business-lobby-files-court-notice-over-bidens-vaccine-mandate-bullying-of-small-business-owners_4115102.html?utm_source=News&utm_medium=email&utm_campaign=breaking-2021-11-20-2&mktids=700ba2d53ecf68f3be3f2d137d3f32ef&est=jh52AO2Mz3Oi4tC8jT71kqe6UmTZaQEDSJmGrBXDdIVBH4sI%2BGujubNRSKqOHRrb0fxEWSc%3D,https://www.theepochtimes.com/mkt_breakingnews/business-lobby-files-court-notice-over-bidens-vaccine-mandate-bullying-of-small-business-owners_4115102.html?utm_source=News&utm_medium=email&utm_campaign=breaking-2021-11-20-2&mktids=700ba2d53ecf68f3be3f2d137d3f32ef&est=jh52AO2Mz3Oi4tC8jT71kqe6UmTZaQEDSJmGrBXDdIVBH4sI%2BGujubNRSKqOHRrb0fxEWSc%3D
rumble.com,https://rumble.com/vvmly6-flashback-trump-exposes-nato-for-paying-billions-to-russia-for-energy.html,https://rumble.com/vvmly6-flashback-trump-exposes-nato-for-paying-billions-to-russia-for-energy.html
twitter.com,https://twitter.com/pfizer/status/1493238623633870850,https://twitter.com/pfizer/status/1493238623633870850
rumble.com,https://rumble.com/vvsemb-masks-science-or-political-science.html,https://rumble.com/vvsemb-masks-science-or-political-science.html
rumble.com,https://rumble.com/vse2ql-oops-i-voted-again.html,https://rumble.com/vse2ql-oops-i-voted-again.html
youtu.be,https://youtu.be/qIp9TwSEgFg,https://www.youtube.com/watch?v=qIp9TwSEgFg&feature=youtu.be
rumble.com,https://rumble.com/vqp7b9-chicago-to-sue-jussie-smollett-for-130k-for-wasting-police-resources.html,https://rumble.com/vqp7b9-chicago-to-sue-jussie-smollett-for-130k-for-wasting-police-resources.html
technofog.substack.com,https://technofog.substack.com/p/the-unstated-scandal-the-cia-collected,https://technofog.substack.com/p/the-unstated-scandal-the-cia-collected
tinyurl.com,http://tinyurl.com/2p8bdsz6,https://beckernews.com/fifth-times-the-charm-israeli-trial-shows-4th-shot-of-covid-vaccine-doesnt-stop-omicron-43780/
www.gao.gov,http://www.gao.gov/fraudnet,https://www.gao.gov/about/what-gao-does/fraud
www.espn.com,https://www.espn.com/nfl/story/_/id/33194862/brian-flores-sues-nfl-others-former-miami-dolphins-coach-alleges-racism-hiring-practices,https://www.espn.com/nfl/story/_/id/33194862/brian-flores-sues-nfl-others-former-miami-dolphins-coach-alleges-racism-hiring-practices
twitter.com,https://twitter.com/HEYDOCGAYE/status/1481971484356661258?s=20,https://twitter.com/HEYDOCGAYE/status/1481971484356661258?s=20
madison.com,https://madison.com/news/local/govt-and-politics/robin-vos-claims-widespread-fraud-but-wont-decertify-after-meeting-with-election-skeptics/article_7a0cba85-9639-5f1b-81ff-a67071422b03.html,https://madison.com/news/local/govt-and-politics/robin-vos-claims-widespread-fraud-but-wont-decertify-after-meeting-with-election-skeptics/article_7a0cba85-9639-5f1b-81ff-a67071422b03.html
www.americanlibertyemail.com,https://www.americanlibertyemail.com/articles/here-we-go-true-the-vote-delivers-the-goods-on-georgia-ballot-trafficking/,https://www.americanlibertyemail.com/articles/here-we-go-true-the-vote-delivers-the-goods-on-georgia-ballot-trafficking/
tinyurl.com,http://tinyurl.com/4d4d5t9b,https://beckernews.com/fda-suddenly-pulls-monoclonal-antibody-treatment-euas-they-are-not-a-substitute-for-vaccination-43867/
technofog.substack.com,https://technofog.substack.com/p/cdc-emails-our-definition-of-vaccine?justPublished=true,https://technofog.substack.com/p/cdc-emails-our-definition-of-vaccine?justPublished=true
www.voiceamerica.com,https://www.voiceamerica.com/episode/135186/stand-for-something-or-fall-for-anything,https://www.voiceamerica.com/episode/135186/stand-for-something-or-fall-for-anything
m.theepochtimes.com,https://m.theepochtimes.com/mkt_breakingnews/school-board-memo-reveals-timeline-of-white-house-domestic-terrorism-letter_4101015.html?utm_source=News&utm_medium=email&utm_campaign=breaking-2021-11-12-2&mktids=d9d5e31e81b94b1dbe3855b9a45047db&est=DLGNFACcjEfTj0s00FA3xV%2BMapbyME12ywYb0P0CYgz0LkGjsCf5rxrH6XY3cIx2T%2BSOjY8%3D,https://www.theepochtimes.com/mkt_breakingnews/school-board-memo-reveals-timeline-of-white-house-domestic-terrorism-letter_4101015.html?utm_source=News&utm_medium=email&utm_campaign=breaking-2021-11-12-2&mktids=d9d5e31e81b94b1dbe3855b9a45047db&est=DLGNFACcjEfTj0s00FA3xV%2BMapbyME12ywYb0P0CYgz0LkGjsCf5rxrH6XY3cIx2T%2BSOjY8%3D
tinyurl.com,http://tinyurl.com/2tk8meu9,https://beckernews.com/the-fallout-from-trudeaus-declaration-of-martial-law-begins-police-chiefs-begin-to-resign-in-protest-44145/
coachdavelive.video,https://coachdavelive.video/v/3721,https://coachdavelive.video/v/3721
m.theepochtimes.com,https://m.theepochtimes.com/mkt_breakingnews/nyc-firetruck-availability-down-to-55-percent-manpower-shortages-due-to-vaccine-mandate-ny-firefighters_4086338.html?utm_source=News&utm_medium=email&utm_campaign=breaking-2021-11-05-2&mktids=674f69ecc63380e560f788348fe2eafd&est=CBamVALLRWOS6279gWbd2x%2FHqyWgqJoPXI6rtM87LIuZgzdDF6jl4dqjJOmd9jVfL700zNg%3D,https://www.theepochtimes.com/mkt_breakingnews/nyc-firetruck-availability-down-to-55-percent-manpower-shortages-due-to-vaccine-mandate-ny-firefighters_4086338.html?utm_source=News&utm_medium=email&utm_campaign=breaking-2021-11-05-2&mktids=674f69ecc63380e560f788348fe2eafd&est=CBamVALLRWOS6279gWbd2x%2FHqyWgqJoPXI6rtM87LIuZgzdDF6jl4dqjJOmd9jVfL700zNg%3D
jimmarchant.com,https://jimmarchant.com/,https://jimmarchant.com/
rumble.com,https://rumble.com/vt5gao-dr.-peter-mccullough-full-speech-defeat-the-mandates-dc.html,https://rumble.com/vt5gao-dr.-peter-mccullough-full-speech-defeat-the-mandates-dc.html
khn.org,https://khn.org/news/article/hospital-emergency-rooms-swamped-seriously-ill-non-covid-patients/,https://khn.org/news/article/hospital-emergency-rooms-swamped-seriously-ill-non-covid-patients/
rumble.com,https://rumble.com/vop2z7-commercial-airline-pilot-develops-brain-swelling-and-can-longer-fly-followi.html,https://rumble.com/vop2z7-commercial-airline-pilot-develops-brain-swelling-and-can-longer-fly-followi.html
error:,,https://news.yahoo.com/musk-activates-starlink-internet-ukraine-023229846.html,HTTP,Error,404:,Not,Found
youtu.be,https://youtu.be/2vaQbS3HyYM,https://www.youtube.com/watch?v=2vaQbS3HyYM&feature=youtu.be
rumble.com,https://rumble.com/vrztwp-america-dont-let-them-divide-you.html,https://rumble.com/vrztwp-america-dont-let-them-divide-you.html
youtu.be,https://youtu.be/Rtajxo8d7js,https://www.youtube.com/watch?v=Rtajxo8d7js&feature=youtu.be
tinyurl.com,http://tinyurl.com/2p92wy4v,https://beckernews.com/election-fraud-deniers-will-have-a-hard-time-shrugging-off-this-never-before-seen-surveillance-video-watch-43928/
tsionizm.com,https://tsionizm.com/opinion/2022/01/12/covid-mandates-the-ultimate-cancelation-of-life/,https://tsionizm.com/opinion/2022/01/12/covid-mandates-the-ultimate-cancelation-of-life/
freeworldnews.tv,https://freeworldnews.tv/watch?id=61a8078b5894057acfc9b40f,https://freeworldnews.tv/watch?id=61a8078b5894057acfc9b40f
rumble.com,https://rumble.com/vqjt12-doctors-orders.html,https://rumble.com/vqjt12-doctors-orders.html
podcasts.apple.com,https://podcasts.apple.com/us/podcast/the-charlie-kirk-show/id1460600818?i=1000556504385,https://podcasts.apple.com/us/podcast/the-charlie-kirk-show/id1460600818?i=1000556504385
rumble.com,https://rumble.com/vt7xqo-dr-franks-tennessee-slides.html?mref=6zof&mc=dgip3&utm_source=newsletter&utm_medium=email&utm_campaign=DrFrank&ep=2,https://rumble.com/vt7xqo-dr-franks-tennessee-slides.html?mref=6zof&mc=dgip3&utm_source=newsletter&utm_medium=email&utm_campaign=DrFrank&ep=2
youtu.be,https://youtu.be/GUQm7UqF-YA,https://www.youtube.com/watch?v=GUQm7UqF-YA&feature=youtu.be
tinyurl.com,http://tinyurl.com/3t4y5xe5,https://beckernews.com/nbc-exposes-joe-biden-taking-hunter-on-china-trip-in-2013-so-he-could-meet-business-associates-44633/
rwmalonemd.substack.com,https://rwmalonemd.substack.com/p/open-letter-to-the-canadian-truckers,https://rwmalonemd.substack.com/p/open-letter-to-the-canadian-truckers
m.theepochtimes.com,https://m.theepochtimes.com/efforts-to-stop-bidens-vaccine-mandate-for-private-businesses-reach-us-supreme-court_4165564.html,https://www.theepochtimes.com/efforts-to-stop-bidens-vaccine-mandate-for-private-businesses-reach-us-supreme-court_4165564.html
tinyurl.com,http://tinyurl.com/yewtzz5a,https://beckernews.com/ny-times-sues-biden-administration-for-hunter-biden-emails-in-probe-for-corrupt-foreign-ties-43934/
rumble.com,https://rumble.com/vq0pel-nick-searcy-producer-of-capitol-punishment-acwt-interview-11.29.21.html,https://rumble.com/vq0pel-nick-searcy-producer-of-capitol-punishment-acwt-interview-11.29.21.html
m.youtube.com,https://m.youtube.com/watch?v=WadXGoP1hu4&feature=share&fbclid=IwAR3SR6fuMqCK8W16TLaU4FFRaQ1onZ-4w6_WIh8wti1ry7QX9QlNQAW76vQ,https://www.youtube.com/watch?app=desktop&v=WadXGoP1hu4&feature=share&fbclid=IwAR3SR6fuMqCK8W16TLaU4FFRaQ1onZ-4w6_WIh8wti1ry7QX9QlNQAW76vQ
m.theepochtimes.com,https://m.theepochtimes.com/mkt_breakingnews/lawyer-pr-executive-1-in-durham-indictment-is-former-democratic-party-campaigner_4088496.html?utm_source=News&utm_medium=email&utm_campaign=breaking-2021-11-05-3&mktids=a8263ec8eb88197421facc8cf19a2a89&est=NV83Qnp2J8vCrVcuqP6wu4J7kj%2BJXFBOYcllhapo%2BNLiTrZbf2c3j9C0innJjU52bMEsAWs%3D,https://www.theepochtimes.com/mkt_breakingnews/lawyer-pr-executive-1-in-durham-indictment-is-former-democratic-party-campaigner_4088496.html?utm_source=News&utm_medium=email&utm_campaign=breaking-2021-11-05-3&mktids=a8263ec8eb88197421facc8cf19a2a89&est=NV83Qnp2J8vCrVcuqP6wu4J7kj%2BJXFBOYcllhapo%2BNLiTrZbf2c3j9C0innJjU52bMEsAWs%3D
www.americaoutloud.com,https://www.americaoutloud.com/your-fertility-and-the-covid-shot-laying-the-groundwork/,https://www.americaoutloud.com/your-fertility-and-the-covid-shot-laying-the-groundwork/
robertspencer.org,https://robertspencer.org/2022/03/capitol-police-funding-went-from-375000000-to-602000000,https://robertspencer.org/2022/03/capitol-police-funding-went-from-375000000-to-602000000
dossier.substack.com,https://dossier.substack.com/p/bait-and-switch-there-remains-no,https://dossier.substack.com/p/bait-and-switch-there-remains-no
error:,,https://www.goddeketal.com/individual-responsibility/,<urlopen,error,[SSL:,CERTIFICATE_VERIFY_FAILED],certificate,verify,failed:,certificate,has,expired,(_ssl.c:1091)>
www.dailymail.co.uk,https://www.dailymail.co.uk/news/article-10465061/Hunter-Biden-tried-broker-oil-deal-Chinese-firm-ex-Kazakh-prime-minister-emails-show.html,https://www.dailymail.co.uk/news/article-10465061/Hunter-Biden-tried-broker-oil-deal-Chinese-firm-ex-Kazakh-prime-minister-emails-show.html
m.theepochtimes.com,https://m.theepochtimes.com/mkt_breakingnews/fbi-whistleblower-claims-doj-used-counterterrorism-tools-against-parents-republicans_4108044.html?utm_source=News&utm_medium=email&utm_campaign=breaking-2021-11-16-3&mktids=19b71a18688f3b135db9068295caff6c&est=crnYDEoNG6t2App7toEUYdt0bsaeTIxOFlzVOhdcPRgE1UmpeyTN982YkzXHqJUEW5TVSvk%3D,https://www.theepochtimes.com/mkt_breakingnews/fbi-whistleblower-claims-doj-used-counterterrorism-tools-against-parents-republicans_4108044.html?utm_source=News&utm_medium=email&utm_campaign=breaking-2021-11-16-3&mktids=19b71a18688f3b135db9068295caff6c&est=crnYDEoNG6t2App7toEUYdt0bsaeTIxOFlzVOhdcPRgE1UmpeyTN982YkzXHqJUEW5TVSvk%3D
rumble.com,https://rumble.com/vopr87-sidney-powell-acwt-interview-11.3.21.html,https://rumble.com/vopr87-sidney-powell-acwt-interview-11.3.21.html
t.me,https://t.me/PeterMcCulloughMD,https://t.me/PeterMcCulloughMD
fightbacklaw.pidoxapay.com,https://fightbacklaw.pidoxapay.com/nmaudit,https://fightbacklaw.pidoxapay.com/nmaudit
tinyurl.com,http://tinyurl.com/y2587zsu,https://beckernews.com/breaking-fbi-mystery-man-ray-epps-is-now-set-to-testify-before-pelosis-partisan-jan-6-committee-43789/
thekylebecker.substack.com,https://thekylebecker.substack.com/p/new-uk-reports-back-up-cdcs-findings,https://thekylebecker.substack.com/p/new-uk-reports-back-up-cdcs-findings
technofog.substack.com,https://technofog.substack.com/p/special-counsel-durham-found-the,https://technofog.substack.com/p/special-counsel-durham-found-the
rumble.com,https://rumble.com/vz8y8z-episode-1750-the-case-against-judge-jackson-sen.-graham-no-on-confirmation.html,https://rumble.com/vz8y8z-episode-1750-the-case-against-judge-jackson-sen.-graham-no-on-confirmation.html
youtu.be,https://youtu.be/fVRzd5emvE8,https://www.youtube.com/watch?v=fVRzd5emvE8&feature=youtu.be
rumble.com,https://rumble.com/vre678-dr-sucharit-bhakdi-organs-of-dead-vaccinated-proves-auto-immune-attack.html,https://rumble.com/vre678-dr-sucharit-bhakdi-organs-of-dead-vaccinated-proves-auto-immune-attack.html
mobile.twitter.com,https://mobile.twitter.com/melcasebee/status/1492241106364477445,https://mobile.twitter.com/melcasebee/status/1492241106364477445
florida4america.org,https://florida4america.org/portal/vlookup,https://fl.the-peoples-audit.org/
youtu.be,https://youtu.be/EdytPRjeyjk,https://www.youtube.com/watch?v=EdytPRjeyjk&feature=youtu.be
rumble.com,https://rumble.com/vrtq8n-big-pharma-lies-exposed-sidney-powell.html,https://rumble.com/vrtq8n-big-pharma-lies-exposed-sidney-powell.html
taskandpurpose.com,https://taskandpurpose.com/news/air-force-colonel-relieved-refuse-covid-vaccine/,https://taskandpurpose.com/news/air-force-colonel-relieved-refuse-covid-vaccine/
rumble.com,https://rumble.com/vrl3i9-fbi-gets-exposed-for-their-involvement-and-entrapment-in-governor-whitmer-k.html,https://rumble.com/vrl3i9-fbi-gets-exposed-for-their-involvement-and-entrapment-in-governor-whitmer-k.html
rumble.com,https://rumble.com/vsbtzq-documentary-i-am-not-misinformation-covid-19-vaccine-adverse-events.html,https://rumble.com/vsbtzq-documentary-i-am-not-misinformation-covid-19-vaccine-adverse-events.html
rumble.com,https://rumble.com/vww8o7-this-scientific-study-finds-how-deeply-flawed-election-signature-verificati.html,https://rumble.com/vww8o7-this-scientific-study-finds-how-deeply-flawed-election-signature-verificati.html
www.worldviewweekend.com,https://www.worldviewweekend.com/news/article/rfk-jr-cia-led-military-response-pandemic-was-meant-drive-democracy-world-and-usher,https://www.worldviewweekend.com/news/article/rfk-jr-cia-led-military-response-pandemic-was-meant-drive-democracy-world-and-usher
phmpt.org,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
alexberenson.substack.com,https://alexberenson.substack.com/p/sounds-like-the-nyt-is-telling-its?token=eyJ1c2VyX2lkIjoxNTQ5MzgyMCwicG9zdF9pZCI6NDY3Njg0NTksIl8iOiJrcnBibSIsImlhdCI6MTY0MTU4MTkyMSwiZXhwIjoxNjQxNTg1NTIxLCJpc3MiOiJwdWItMzYzMDgwIiwic3ViIjoicG9zdC1yZWFjdGlvbiJ9.3xmeeIyxRrzTnz8BnJC3po7TDJD6JzXAgUJnXo5AJ7g,https://alexberenson.substack.com/p/sounds-like-the-nyt-is-telling-its?token=eyJ1c2VyX2lkIjoxNTQ5MzgyMCwicG9zdF9pZCI6NDY3Njg0NTksIl8iOiJrcnBibSIsImlhdCI6MTY0MTU4MTkyMSwiZXhwIjoxNjQxNTg1NTIxLCJpc3MiOiJwdWItMzYzMDgwIiwic3ViIjoicG9zdC1yZWFjdGlvbiJ9.3xmeeIyxRrzTnz8BnJC3po7TDJD6JzXAgUJnXo5AJ7g
rumble.com,https://rumble.com/vva131-tow-truckers-arrived-in-ottawa-but-instead-of-towing-the-truckers-they-join.html,https://rumble.com/vva131-tow-truckers-arrived-in-ottawa-but-instead-of-towing-the-truckers-they-join.html
t.co,https://t.co/asweiZ7zFL,https://twitter.com/4Patrick7/status/1464619334861344768/video/1
stevekirsch.substack.com,https://stevekirsch.substack.com/p/unprecedented-deaths-in-indiana-for,https://stevekirsch.substack.com/p/unprecedented-deaths-in-indiana-for
conservativechange.org,https://conservativechange.org/petition/power-back-to-the-voter/,https://conservativechange.org/petition/power-back-to-the-voter/
www.mielectionprotection.com,https://www.mielectionprotection.com/,https://www.mielectionprotection.com/
www.dailymail.co.uk,https://www.dailymail.co.uk/news/article-10259683/Media-coalition-files-legal-brief-JOINING-Bannons-fight-against-DOJ-protective-order.html?ito=native_share_article-masthead,https://www.dailymail.co.uk/news/article-10259683/Media-coalition-files-legal-brief-JOINING-Bannons-fight-against-DOJ-protective-order.html?ito=native_share_article-masthead
